SATISFACTION_LEVEL,LAST_EVALUATION,NUMBER_PROJECT,AVERAGE_MONTLY_HOURS,TIME_SPEND_COMPANY,WORK_ACCIDENT,QUIT_THE_COMPANY,PROMOTION_LAST_5YEARS,DEPARTMENTS,SALARY,EMPLOYEE_ID,ABSENTEEISM,JOB_ROLE,MANAGER_FEEDBACK_SCORE,REMOTE_WORK,ENGAGEMENT_SCORE
0.52,0.57,4.0,183,3.0,0.0,0,0,RandD,low,EMP04808,1,Research Scientist,5.3,1,0.52
0.60,0.79,5.0,154,2.0,0.0,0,0,support,low,EMP06159,9,Customer Support,8.3,0,0.72
0.82,0.95,3.0,203,3.0,0.0,0,0,RandD,medium,EMP03510,2,Research Scientist,9.0,0,0.86
0.59,0.80,5.0,247,3.0,0.0,0,0,accounting,medium,EMP09035,4,Financial Analyst,6.4,0,0.62
0.53,0.41,2.0,148,2.0,1.0,0,0,sales,medium,EMP07035,4,Sales Executive,6.0,1,0.56
0.48,0.94,5.0,255,6.0,0.0,0,0,accounting,medium,EMP02013,15,Financial Analyst,5.3,0,0.50
0.56,0.48,5.0,192,2.0,1.0,0,0,technical,medium,EMP11136,6,Software Engineer,6.0,0,0.58
0.36,0.62,4.0,237,2.0,0.0,1,0,technical,medium,EMP00806,18,Software Engineer,4.1,1,0.38
0.63,0.50,4.0,235,3.0,0.0,0,0,RandD,medium,EMP03888,1,Research Scientist,7.2,1,0.68
0.89,0.77,5.0,232,3.0,0.0,0,0,sales,low,EMP11736,8,Sales Executive,10.0,0,0.94
0.83,0.88,5.0,171,3.0,1.0,0,0,IT,medium,EMP04116,9,IT Support,9.2,1,0.88
0.94,0.78,3.0,184,3.0,1.0,0,0,technical,medium,EMP02484,1,Software Engineer,10.0,0,0.97
0.62,0.55,3.0,108,2.0,1.0,0,0,sales,medium,EMP05964,5,Sales Executive,7.3,0,0.68
0.20,0.70,4.0,225,5.0,0.0,0,0,support,low,EMP11850,12,Customer Support,1.0,1,0.15
0.68,0.87,3.0,168,3.0,0.0,0,0,IT,medium,EMP04111,2,IT Support,6.6,0,0.67
0.52,0.63,3.0,230,2.0,0.0,0,0,support,medium,EMP07302,4,Customer Support,5.2,0,0.52
0.66,0.66,4.0,273,4.0,1.0,0,0,IT,low,EMP11882,9,IT Support,8.0,0,0.73
0.88,0.59,5.0,230,3.0,0.0,0,0,support,medium,EMP02956,5,Customer Support,6.0,0,0.74
0.56,0.40,2.0,255,3.0,0.0,0,0,sales,medium,EMP05362,8,Sales Executive,4.6,0,0.51
0.57,0.72,4.0,214,2.0,1.0,0,0,sales,low,EMP11028,9,Sales Executive,5.5,1,0.56
0.78,0.89,4.0,272,2.0,0.0,0,0,support,low,EMP13452,6,Customer Support,7.0,1,0.74
0.59,0.90,3.0,189,2.0,0.0,0,0,technical,low,EMP08133,1,Software Engineer,5.0,0,0.54
0.91,0.76,3.0,116,5.0,0.0,0,0,technical,low,EMP03016,9,Software Engineer,8.3,1,0.87
0.44,0.45,2.0,156,3.0,0.0,1,0,sales,medium,EMP12256,18,Sales Executive,5.8,0,0.51
0.96,0.91,3.0,260,5.0,0.0,0,0,technical,low,EMP08129,6,Software Engineer,10.0,0,0.98
0.80,0.75,4.0,224,3.0,0.0,0,1,sales,medium,EMP13398,6,Sales Executive,8.8,0,0.84
0.69,0.73,3.0,231,2.0,1.0,0,0,management,high,EMP13636,7,Operations Manager,6.9,0,0.69
0.72,0.84,4.0,250,3.0,0.0,0,0,support,high,EMP06490,0,Customer Support,8.2,0,0.77
0.48,0.92,3.0,234,3.0,0.0,0,0,accounting,medium,EMP09851,5,Financial Analyst,5.6,0,0.52
0.56,0.41,5.0,152,3.0,0.0,0,0,sales,medium,EMP10709,3,Sales Executive,4.9,0,0.52
0.87,0.73,5.0,111,4.0,0.0,0,0,management,high,EMP10441,4,Operations Manager,8.3,1,0.85
0.81,0.99,4.0,259,5.0,0.0,1,0,sales,low,EMP00171,7,Sales Executive,9.2,0,0.86
0.41,0.57,2.0,136,3.0,0.0,1,0,support,low,EMP14567,7,Customer Support,3.6,0,0.38
0.90,0.98,5.0,245,5.0,0.0,1,0,IT,low,EMP00218,9,IT Support,7.7,0,0.84
0.82,0.69,3.0,250,3.0,0.0,0,0,accounting,low,EMP14060,3,Financial Analyst,7.7,0,0.80
0.28,0.46,5.0,277,6.0,0.0,0,0,technical,medium,EMP09125,7,Software Engineer,4.4,1,0.36
0.24,0.54,4.0,226,4.0,1.0,0,0,accounting,medium,EMP04076,18,Financial Analyst,1.9,0,0.22
0.59,0.52,2.0,149,3.0,0.0,0,0,accounting,medium,EMP02215,6,Financial Analyst,6.2,0,0.60
0.54,0.50,4.0,224,3.0,0.0,0,0,marketing,low,EMP03289,9,Marketing Analyst,4.8,1,0.51
0.57,0.61,5.0,254,5.0,0.0,0,0,marketing,low,EMP05726,6,Marketing Analyst,6.5,1,0.61
0.25,0.45,3.0,228,5.0,0.0,0,0,accounting,medium,EMP08883,11,Financial Analyst,3.0,0,0.28
0.51,0.56,4.0,168,2.0,0.0,0,0,sales,low,EMP11860,4,Sales Executive,3.6,0,0.44
0.54,0.74,2.0,166,3.0,0.0,0,0,sales,medium,EMP10626,2,Sales Executive,5.7,0,0.56
0.83,0.99,3.0,226,3.0,0.0,0,0,support,medium,EMP08376,3,Customer Support,6.6,0,0.74
0.53,0.50,6.0,264,6.0,0.0,0,0,technical,low,EMP03860,3,Software Engineer,4.7,0,0.50
0.35,0.41,3.0,157,2.0,0.0,0,0,support,low,EMP04025,17,Customer Support,3.5,0,0.35
0.72,0.98,4.0,180,2.0,0.0,0,0,sales,medium,EMP08575,9,Sales Executive,9.0,0,0.81
0.20,0.78,4.0,196,3.0,0.0,0,0,management,low,EMP14063,5,Operations Manager,2.3,0,0.22
0.17,0.84,5.0,232,3.0,0.0,1,0,sales,low,EMP14298,13,Sales Executive,1.0,0,0.14
0.78,0.94,5.0,271,6.0,0.0,1,0,IT,low,EMP00901,6,IT Support,7.5,0,0.76
0.86,0.96,5.0,238,5.0,0.0,0,0,technical,low,EMP03781,3,Software Engineer,7.8,0,0.82
0.21,0.65,5.0,223,3.0,1.0,0,0,sales,low,EMP02544,11,Sales Executive,3.2,1,0.26
0.64,0.90,2.0,101,6.0,0.0,0,0,IT,low,EMP02819,3,IT Support,5.5,1,0.60
0.68,0.58,4.0,186,2.0,0.0,0,0,sales,medium,EMP10392,1,Sales Executive,6.3,1,0.66
0.86,0.61,4.0,221,2.0,0.0,0,0,marketing,medium,EMP08861,1,Marketing Analyst,6.4,0,0.75
0.77,0.65,3.0,156,4.0,0.0,0,0,product_mng,medium,EMP13686,4,Product Manager,7.6,1,0.76
0.91,0.58,3.0,220,7.0,0.0,0,1,sales,low,EMP11731,5,Sales Executive,9.0,0,0.90
0.10,0.87,7.0,299,4.0,0.0,1,0,sales,low,EMP01698,9,Sales Executive,1.3,1,0.12
0.57,0.69,3.0,212,8.0,0.0,0,0,product_mng,low,EMP13780,2,Product Manager,5.6,1,0.56
0.56,0.59,3.0,185,2.0,0.0,0,0,RandD,medium,EMP05108,1,Research Scientist,5.8,1,0.57
0.10,0.80,6.0,264,4.0,0.0,1,0,technical,low,EMP00593,16,Software Engineer,1.0,1,0.10
0.85,1.00,4.0,225,5.0,0.0,1,0,technical,low,EMP12060,3,Software Engineer,7.4,1,0.80
0.17,0.82,5.0,193,5.0,0.0,0,0,IT,high,EMP05099,12,IT Support,1.7,0,0.17
0.76,0.98,4.0,237,5.0,0.0,1,0,sales,low,EMP01618,3,Sales Executive,7.2,0,0.74
0.36,0.52,2.0,146,3.0,0.0,1,0,sales,medium,EMP14835,7,Sales Executive,2.4,0,0.30
0.43,0.38,3.0,119,2.0,0.0,0,0,sales,low,EMP11385,12,Sales Executive,4.2,0,0.43
0.11,0.86,6.0,279,4.0,0.0,1,0,support,medium,EMP01115,18,Customer Support,1.1,0,0.11
0.87,1.00,5.0,261,5.0,1.0,1,0,technical,medium,EMP00539,2,Software Engineer,7.8,1,0.82
0.53,0.74,3.0,172,10.0,0.0,0,1,management,high,EMP11941,2,Operations Manager,4.9,0,0.51
0.86,0.78,4.0,164,2.0,0.0,0,0,technical,low,EMP06527,5,Software Engineer,10.0,0,0.93
0.63,0.98,4.0,187,3.0,0.0,0,0,management,high,EMP13925,5,Operations Manager,6.6,0,0.64
0.53,0.74,5.0,181,2.0,0.0,0,0,sales,medium,EMP06051,3,Sales Executive,4.4,0,0.49
0.66,0.93,5.0,185,3.0,0.0,0,0,IT,medium,EMP03270,8,IT Support,5.9,0,0.62
0.83,0.57,2.0,222,2.0,0.0,0,0,sales,medium,EMP11901,3,Sales Executive,7.1,1,0.77
0.62,0.54,4.0,170,3.0,0.0,0,0,technical,medium,EMP07333,8,Software Engineer,6.3,1,0.62
0.69,0.51,3.0,257,3.0,1.0,0,0,IT,low,EMP11416,3,IT Support,7.9,1,0.74
0.93,0.58,4.0,222,2.0,0.0,0,0,RandD,medium,EMP04044,1,Research Scientist,10.0,1,0.97
0.18,0.68,6.0,154,5.0,0.0,0,0,product_mng,medium,EMP05793,6,Product Manager,1.0,0,0.14
0.63,0.52,3.0,183,2.0,0.0,0,0,technical,low,EMP08402,4,Software Engineer,7.2,1,0.68
0.42,0.56,2.0,133,3.0,0.0,1,0,sales,low,EMP00395,14,Sales Executive,4.4,1,0.43
0.91,0.56,4.0,251,4.0,0.0,0,0,product_mng,medium,EMP04345,6,Product Manager,8.8,0,0.90
0.11,0.91,6.0,308,4.0,1.0,1,0,IT,low,EMP00294,5,IT Support,1.0,1,0.11
0.88,0.88,4.0,222,3.0,1.0,0,1,sales,medium,EMP11728,5,Sales Executive,6.9,0,0.78
0.93,0.83,4.0,225,2.0,0.0,0,0,sales,medium,EMP05439,3,Sales Executive,8.0,0,0.86
0.89,0.56,3.0,256,3.0,0.0,0,0,support,medium,EMP02216,1,Customer Support,8.2,0,0.86
0.87,0.78,4.0,142,3.0,0.0,0,0,management,medium,EMP08936,9,Operations Manager,9.1,0,0.89
0.15,0.84,3.0,201,6.0,0.0,0,0,support,medium,EMP08750,8,Customer Support,1.0,0,0.12
0.49,0.67,3.0,254,2.0,1.0,0,0,technical,medium,EMP06530,16,Software Engineer,6.1,1,0.55
0.43,0.75,3.0,108,2.0,0.0,0,0,technical,low,EMP02555,6,Software Engineer,4.4,0,0.44
0.62,0.51,4.0,208,2.0,1.0,0,0,sales,low,EMP07502,9,Sales Executive,6.3,0,0.62
0.58,0.77,5.0,272,2.0,1.0,0,0,technical,low,EMP05844,8,Software Engineer,6.9,1,0.64
0.84,1.00,4.0,261,5.0,0.0,1,0,sales,low,EMP14604,4,Sales Executive,7.3,0,0.78
0.62,0.63,2.0,123,2.0,0.0,0,0,sales,medium,EMP03690,2,Sales Executive,5.2,0,0.57
0.71,0.69,4.0,222,4.0,0.0,0,0,sales,medium,EMP14163,4,Sales Executive,7.7,0,0.74
0.73,0.98,4.0,160,3.0,0.0,0,0,IT,medium,EMP04644,1,IT Support,7.9,1,0.76
0.60,0.83,3.0,230,3.0,0.0,0,0,support,medium,EMP03185,9,Customer Support,5.0,0,0.55
0.74,0.91,2.0,264,3.0,0.0,0,0,support,low,EMP03405,1,Customer Support,7.2,0,0.73
0.41,0.45,2.0,144,3.0,1.0,1,0,product_mng,low,EMP12527,11,Product Manager,4.1,0,0.41
0.80,0.87,4.0,220,2.0,0.0,0,0,IT,medium,EMP05174,7,IT Support,8.1,0,0.80
0.74,0.77,3.0,211,3.0,0.0,0,0,management,high,EMP13663,6,Operations Manager,7.4,0,0.74
0.82,0.97,3.0,244,5.0,0.0,0,0,sales,medium,EMP03080,4,Sales Executive,7.5,0,0.78
0.76,0.62,3.0,150,2.0,1.0,0,0,technical,medium,EMP03249,7,Software Engineer,6.4,1,0.70
0.70,0.66,4.0,168,3.0,0.0,0,0,technical,low,EMP09356,0,Software Engineer,7.0,1,0.70
0.63,0.70,6.0,141,3.0,1.0,0,0,marketing,medium,EMP10229,6,Marketing Analyst,6.2,0,0.62
0.75,0.83,3.0,146,3.0,0.0,0,0,support,medium,EMP12799,4,Customer Support,8.3,0,0.79
0.77,0.87,5.0,257,2.0,0.0,0,0,product_mng,medium,EMP05716,3,Product Manager,6.8,0,0.72
0.93,0.58,3.0,215,3.0,0.0,0,0,sales,medium,EMP05203,6,Sales Executive,9.5,0,0.94
0.49,0.56,3.0,221,3.0,1.0,0,0,IT,low,EMP09757,7,IT Support,3.3,1,0.41
0.85,0.96,4.0,240,6.0,0.0,0,0,technical,medium,EMP07444,1,Software Engineer,8.2,1,0.84
0.87,0.64,2.0,148,6.0,1.0,0,0,marketing,medium,EMP07641,0,Marketing Analyst,9.2,1,0.90
0.72,0.79,4.0,192,4.0,0.0,0,0,sales,low,EMP03602,4,Sales Executive,8.0,0,0.76
0.97,0.52,4.0,231,3.0,0.0,0,0,sales,low,EMP03373,9,Sales Executive,9.3,0,0.95
0.90,0.96,4.0,258,5.0,0.0,1,0,technical,medium,EMP00114,1,Software Engineer,10.0,0,0.95
0.19,0.79,4.0,229,4.0,0.0,0,0,product_mng,medium,EMP11988,15,Product Manager,3.3,0,0.26
0.93,0.67,5.0,167,3.0,0.0,0,0,technical,medium,EMP05082,3,Software Engineer,10.0,1,0.97
0.39,0.54,2.0,127,3.0,0.0,1,0,IT,low,EMP14656,11,IT Support,3.6,0,0.38
0.85,0.63,3.0,167,3.0,0.0,0,0,product_mng,medium,EMP03653,9,Product Manager,8.3,0,0.84
0.50,0.64,5.0,195,2.0,0.0,0,0,sales,low,EMP07279,7,Sales Executive,5.1,0,0.50
0.53,0.86,3.0,150,3.0,0.0,0,0,support,low,EMP04177,1,Customer Support,6.1,0,0.57
0.55,0.74,3.0,211,3.0,1.0,0,0,technical,high,EMP03775,2,Software Engineer,5.9,0,0.57
0.10,0.94,6.0,255,4.0,0.0,1,0,technical,low,EMP00036,18,Software Engineer,1.0,1,0.10
0.79,0.49,4.0,163,3.0,0.0,0,0,sales,high,EMP09335,9,Sales Executive,5.8,0,0.68
0.53,0.49,4.0,192,2.0,0.0,0,0,support,low,EMP08604,0,Customer Support,6.0,0,0.56
0.10,0.97,7.0,306,4.0,0.0,1,0,marketing,low,EMP14877,6,Marketing Analyst,1.0,1,0.10
0.92,0.61,2.0,228,2.0,0.0,0,0,sales,low,EMP04527,1,Sales Executive,7.8,0,0.85
0.80,0.51,5.0,196,3.0,0.0,0,0,IT,low,EMP04955,0,IT Support,7.6,0,0.78
0.63,0.71,4.0,244,2.0,0.0,0,0,support,low,EMP13098,1,Customer Support,5.1,0,0.57
0.82,0.81,3.0,149,3.0,0.0,0,0,support,low,EMP09365,5,Customer Support,8.5,0,0.84
0.75,0.51,2.0,215,2.0,1.0,0,0,sales,low,EMP11114,3,Sales Executive,7.2,1,0.74
0.88,0.88,4.0,265,5.0,0.0,1,0,RandD,low,EMP01373,5,Research Scientist,9.6,1,0.92
0.39,0.48,2.0,141,3.0,0.0,1,0,product_mng,medium,EMP12373,15,Product Manager,2.3,1,0.31
0.61,0.52,5.0,255,3.0,0.0,0,0,support,medium,EMP10275,9,Customer Support,6.1,0,0.61
0.18,0.49,5.0,250,5.0,1.0,0,0,RandD,medium,EMP07096,14,Research Scientist,2.5,1,0.22
0.64,0.90,5.0,266,3.0,0.0,0,0,support,low,EMP13130,7,Customer Support,5.5,0,0.60
0.58,0.50,5.0,184,4.0,0.0,0,0,sales,medium,EMP09935,8,Sales Executive,5.3,0,0.55
0.74,0.88,4.0,248,6.0,0.0,1,0,accounting,low,EMP00869,5,Financial Analyst,7.9,0,0.76
0.65,0.96,3.0,168,2.0,0.0,0,0,accounting,low,EMP06033,9,Financial Analyst,4.3,0,0.54
0.89,0.74,5.0,260,6.0,0.0,0,0,technical,medium,EMP13184,4,Software Engineer,9.3,0,0.91
0.38,0.54,2.0,143,3.0,0.0,1,0,sales,low,EMP00016,15,Sales Executive,4.6,0,0.42
0.77,0.77,3.0,219,2.0,0.0,0,0,sales,medium,EMP04515,5,Sales Executive,6.4,0,0.70
0.84,0.73,3.0,146,5.0,1.0,0,0,technical,high,EMP03853,8,Software Engineer,8.1,1,0.82
0.71,0.80,4.0,199,2.0,0.0,0,0,sales,low,EMP09026,3,Sales Executive,8.6,1,0.78
0.69,0.61,5.0,229,3.0,0.0,0,0,technical,medium,EMP02639,1,Software Engineer,7.6,1,0.72
0.50,0.87,5.0,245,2.0,0.0,0,0,technical,low,EMP08665,8,Software Engineer,5.4,0,0.52
0.50,0.85,2.0,143,3.0,0.0,0,0,IT,low,EMP04490,1,IT Support,6.0,1,0.55
0.89,0.96,3.0,179,8.0,0.0,0,0,management,high,EMP11606,9,Operations Manager,10.0,0,0.94
0.10,0.93,7.0,305,4.0,0.0,1,0,technical,medium,EMP12311,6,Software Engineer,1.0,1,0.10
0.61,0.48,3.0,250,2.0,0.0,0,0,sales,low,EMP02460,1,Sales Executive,5.7,0,0.59
0.64,0.50,4.0,253,10.0,0.0,0,1,management,high,EMP11994,7,Operations Manager,7.4,0,0.69
0.97,0.67,3.0,169,2.0,1.0,0,0,sales,medium,EMP07653,8,Sales Executive,9.5,0,0.96
0.88,0.82,3.0,244,3.0,0.0,0,0,sales,low,EMP07114,9,Sales Executive,7.9,0,0.84
0.62,0.97,5.0,180,2.0,0.0,0,0,technical,high,EMP03703,8,Software Engineer,5.7,0,0.60
0.89,0.66,4.0,176,3.0,0.0,0,0,sales,high,EMP10169,9,Sales Executive,9.2,0,0.90
0.90,0.98,5.0,245,5.0,0.0,1,0,IT,low,EMP12218,8,IT Support,8.6,0,0.88
0.94,0.87,4.0,240,3.0,0.0,0,0,product_mng,low,EMP02895,1,Product Manager,9.0,0,0.92
0.47,0.90,3.0,101,2.0,1.0,0,0,marketing,medium,EMP02289,14,Marketing Analyst,3.7,1,0.42
0.49,0.75,4.0,259,3.0,1.0,0,0,technical,low,EMP08662,10,Software Engineer,6.3,1,0.56
0.76,0.71,3.0,205,2.0,0.0,0,0,support,medium,EMP07837,1,Customer Support,7.3,0,0.74
0.63,0.64,3.0,180,3.0,0.0,0,0,accounting,low,EMP10841,0,Financial Analyst,5.6,0,0.60
0.13,0.97,4.0,162,6.0,0.0,0,0,sales,low,EMP13327,13,Sales Executive,1.0,0,0.12
0.46,0.55,3.0,139,2.0,0.0,0,0,sales,medium,EMP08179,19,Sales Executive,5.4,1,0.50
0.77,0.66,3.0,260,4.0,0.0,0,0,RandD,high,EMP08319,5,Research Scientist,7.2,0,0.74
0.74,0.85,3.0,176,3.0,0.0,0,0,management,medium,EMP09854,1,Operations Manager,7.4,1,0.74
0.92,0.54,5.0,203,3.0,0.0,0,0,IT,medium,EMP06096,8,IT Support,9.5,0,0.94
0.91,0.97,4.0,274,6.0,0.0,1,0,technical,low,EMP12668,1,Software Engineer,8.4,0,0.88
0.96,0.62,5.0,185,3.0,0.0,0,0,sales,low,EMP06734,4,Sales Executive,8.1,0,0.88
0.44,0.57,2.0,148,3.0,0.0,1,0,technical,low,EMP01563,13,Software Engineer,4.9,1,0.46
0.53,0.83,4.0,249,3.0,1.0,0,0,technical,low,EMP04090,7,Software Engineer,5.7,1,0.55
0.91,0.67,4.0,206,3.0,0.0,0,0,IT,low,EMP07703,4,IT Support,9.4,0,0.92
0.60,0.62,5.0,165,2.0,0.0,0,0,sales,medium,EMP10632,9,Sales Executive,6.1,0,0.60
0.70,0.89,3.0,183,5.0,0.0,1,0,support,low,EMP14339,4,Customer Support,6.6,0,0.68
0.31,0.70,4.0,182,3.0,0.0,0,0,IT,medium,EMP09682,14,IT Support,2.5,1,0.28
0.61,0.77,4.0,252,2.0,0.0,0,0,sales,low,EMP10024,7,Sales Executive,5.0,0,0.55
0.88,0.70,4.0,146,4.0,0.0,0,0,sales,low,EMP08950,1,Sales Executive,8.2,0,0.85
0.38,0.77,3.0,173,5.0,0.0,0,0,support,medium,EMP05551,18,Customer Support,4.4,1,0.41
0.83,0.65,3.0,231,2.0,0.0,0,0,support,low,EMP08599,5,Customer Support,9.7,0,0.90
0.22,0.70,4.0,225,4.0,0.0,0,0,sales,medium,EMP10318,18,Sales Executive,3.5,0,0.28
0.91,1.00,5.0,251,6.0,0.0,1,0,sales,low,EMP14612,3,Sales Executive,10.0,1,0.96
0.74,0.99,5.0,263,5.0,0.0,1,0,RandD,low,EMP01371,3,Research Scientist,7.1,1,0.72
0.83,0.94,4.0,243,3.0,0.0,0,0,technical,low,EMP04922,5,Software Engineer,7.0,0,0.76
0.37,0.57,2.0,130,3.0,0.0,1,0,sales,low,EMP12089,5,Sales Executive,5.6,0,0.46
0.14,0.71,2.0,155,3.0,0.0,0,0,sales,low,EMP06881,7,Sales Executive,1.9,1,0.16
0.83,0.64,3.0,242,3.0,0.0,0,0,accounting,low,EMP08016,8,Financial Analyst,6.8,0,0.75
0.43,0.48,2.0,136,3.0,0.0,1,0,RandD,high,EMP01984,8,Research Scientist,5.9,0,0.51
0.43,0.47,2.0,158,3.0,0.0,1,0,product_mng,low,EMP12679,7,Product Manager,3.6,1,0.40
0.43,0.55,2.0,130,3.0,0.0,1,0,support,high,EMP00658,17,Customer Support,5.3,0,0.48
0.52,0.57,3.0,183,2.0,0.0,0,0,technical,low,EMP09523,5,Software Engineer,6.6,1,0.59
0.50,0.49,3.0,180,3.0,1.0,0,0,marketing,low,EMP04961,6,Marketing Analyst,6.5,1,0.57
0.61,0.59,5.0,271,2.0,0.0,0,0,sales,low,EMP02537,4,Sales Executive,7.0,0,0.66
0.85,0.99,4.0,233,2.0,0.0,0,0,marketing,high,EMP09007,3,Marketing Analyst,7.7,1,0.81
0.46,0.48,2.0,141,3.0,1.0,1,0,sales,low,EMP14768,5,Sales Executive,4.4,0,0.45
0.91,0.68,4.0,178,3.0,1.0,0,0,sales,medium,EMP06260,7,Sales Executive,10.0,0,0.96
0.11,0.94,6.0,276,4.0,0.0,1,0,sales,low,EMP12319,12,Sales Executive,2.5,0,0.18
0.81,0.68,3.0,151,3.0,0.0,0,0,accounting,low,EMP04991,5,Financial Analyst,8.9,0,0.85
0.85,0.78,5.0,263,2.0,1.0,0,0,technical,low,EMP03551,0,Software Engineer,9.0,0,0.88
0.58,0.38,4.0,203,5.0,0.0,0,0,sales,low,EMP13065,6,Sales Executive,7.8,0,0.68
0.66,0.95,4.0,183,3.0,0.0,0,0,technical,low,EMP04792,0,Software Engineer,8.7,0,0.76
0.83,0.49,4.0,218,2.0,0.0,0,0,technical,low,EMP13172,8,Software Engineer,7.7,1,0.80
0.77,0.90,4.0,237,5.0,0.0,1,0,support,low,EMP14650,5,Customer Support,8.3,0,0.80
0.99,0.70,3.0,219,3.0,0.0,0,0,support,low,EMP10308,1,Customer Support,10.0,0,1.00
0.44,0.53,2.0,149,3.0,0.0,1,0,sales,low,EMP12472,9,Sales Executive,3.6,0,0.40
0.43,0.50,2.0,135,3.0,0.0,1,0,product_mng,medium,EMP12070,12,Product Manager,4.5,0,0.44
0.65,0.96,5.0,226,2.0,1.0,0,0,marketing,medium,EMP06724,6,Marketing Analyst,7.5,1,0.70
0.62,0.69,4.0,184,3.0,0.0,0,0,technical,low,EMP12934,7,Software Engineer,4.2,0,0.52
0.79,0.59,4.0,139,3.0,0.0,1,1,management,low,EMP12083,0,Operations Manager,8.7,0,0.83
0.47,0.46,2.0,152,2.0,0.0,0,0,IT,medium,EMP10909,19,IT Support,3.6,1,0.42
0.96,0.67,5.0,170,3.0,0.0,0,0,marketing,high,EMP03290,2,Marketing Analyst,9.8,0,0.97
0.84,0.85,4.0,249,6.0,0.0,1,0,marketing,low,EMP00084,2,Marketing Analyst,6.0,0,0.72
0.46,0.53,2.0,129,3.0,0.0,1,0,technical,low,EMP01027,8,Software Engineer,5.4,0,0.50
0.43,0.53,2.0,131,3.0,0.0,1,0,IT,low,EMP14430,15,IT Support,6.3,0,0.53
0.52,0.75,4.0,266,3.0,0.0,0,0,marketing,medium,EMP07337,7,Marketing Analyst,4.7,0,0.50
0.64,0.64,2.0,190,3.0,0.0,0,0,sales,low,EMP14123,3,Sales Executive,7.0,0,0.67
0.66,0.68,4.0,269,3.0,1.0,0,0,support,low,EMP08445,2,Customer Support,7.9,0,0.73
0.91,0.63,5.0,240,7.0,0.0,0,0,sales,medium,EMP11622,4,Sales Executive,7.5,0,0.83
0.43,0.51,5.0,168,4.0,0.0,0,0,product_mng,medium,EMP13195,15,Product Manager,5.1,1,0.47
0.60,0.80,3.0,191,2.0,0.0,0,0,support,medium,EMP05169,5,Customer Support,7.0,0,0.65
0.98,0.58,3.0,183,3.0,0.0,0,0,sales,low,EMP10929,8,Sales Executive,10.0,0,0.99
0.65,0.84,3.0,189,2.0,1.0,0,0,support,low,EMP08904,5,Customer Support,6.6,1,0.66
0.44,0.51,2.0,127,3.0,0.0,1,0,technical,medium,EMP12271,6,Software Engineer,3.4,0,0.39
0.96,0.73,3.0,193,3.0,1.0,0,0,support,high,EMP08450,8,Customer Support,9.6,0,0.96
0.42,0.50,2.0,141,3.0,0.0,1,0,sales,medium,EMP01003,13,Sales Executive,3.3,0,0.38
0.69,0.74,4.0,266,2.0,1.0,0,0,support,low,EMP04094,6,Customer Support,6.6,0,0.68
0.72,0.75,4.0,211,4.0,0.0,0,0,sales,medium,EMP11618,0,Sales Executive,7.6,0,0.74
0.92,0.99,5.0,255,6.0,0.0,1,0,sales,low,EMP14443,3,Sales Executive,7.6,1,0.84
0.71,0.68,4.0,221,4.0,0.0,0,0,technical,medium,EMP03858,6,Software Engineer,7.1,1,0.71
0.14,0.66,6.0,142,5.0,0.0,0,0,support,low,EMP04253,17,Customer Support,1.0,0,0.12
0.80,0.79,4.0,148,3.0,0.0,0,0,RandD,medium,EMP10150,5,Research Scientist,9.3,0,0.86
0.77,0.73,5.0,263,2.0,0.0,0,0,accounting,high,EMP09341,5,Financial Analyst,8.6,1,0.82
0.70,0.98,4.0,176,5.0,0.0,0,0,technical,low,EMP04844,9,Software Engineer,8.4,1,0.77
0.73,0.62,3.0,181,3.0,0.0,0,0,sales,low,EMP07732,2,Sales Executive,5.5,1,0.64
0.67,0.68,4.0,171,3.0,0.0,0,0,sales,low,EMP11026,3,Sales Executive,5.0,0,0.58
0.74,0.95,5.0,170,4.0,0.0,0,0,technical,medium,EMP09315,9,Software Engineer,10.0,0,0.87
0.37,0.47,2.0,151,3.0,0.0,1,0,sales,medium,EMP00851,16,Sales Executive,1.9,0,0.28
0.40,0.56,2.0,149,3.0,0.0,1,0,accounting,low,EMP12225,16,Financial Analyst,4.2,0,0.41
0.37,0.56,2.0,156,3.0,0.0,1,0,sales,medium,EMP00536,7,Sales Executive,3.7,1,0.37
0.32,0.48,5.0,246,3.0,0.0,0,0,support,low,EMP02268,18,Customer Support,3.0,1,0.31
0.97,0.64,4.0,238,10.0,1.0,0,0,product_mng,medium,EMP13839,3,Product Manager,10.0,1,0.98
0.56,0.56,2.0,153,2.0,0.0,0,0,product_mng,medium,EMP09149,7,Product Manager,5.4,0,0.55
0.59,0.94,4.0,136,2.0,0.0,0,0,sales,medium,EMP05291,2,Sales Executive,4.9,0,0.54
0.11,0.85,6.0,261,4.0,0.0,1,0,support,low,EMP14648,9,Customer Support,2.1,0,0.16
0.10,0.79,6.0,294,4.0,0.0,1,0,technical,medium,EMP00896,16,Software Engineer,1.6,0,0.13
0.99,0.76,4.0,204,2.0,0.0,0,0,sales,medium,EMP02989,2,Sales Executive,10.0,0,1.00
0.65,0.91,4.0,224,2.0,1.0,0,0,sales,low,EMP11021,4,Sales Executive,7.1,0,0.68
0.70,0.70,3.0,162,8.0,0.0,0,0,RandD,high,EMP11663,3,Research Scientist,7.8,0,0.74
0.49,0.40,2.0,148,2.0,1.0,0,1,management,high,EMP14103,13,Operations Manager,5.7,0,0.53
